"id_envio","peso","volumen","valor_declarado","tipo_producto","origen","destino","distancia","zona","fecha_envio","dia_semana","mes","hora_salida","es_feriado","experiencia_conductor","tipo_vehiculo","antiguedad_vehiculo","capacidad_carga","clima","trafico_estimado","tiempo_estimado","retraso"
"ENV44587",12.8,0.72,19002,"electronica","Santiago","Talca",707.1,"rural",2023-07-13,"jueves","july",7,FALSE,6,"camion_grande",10,13544,"lluvia",7,33.4,"No"
"ENV44588",8.4,8.21,106964,"alimentos","Santiago","Puerto Montt",1473.4,"rural",2023-05-01,"lunes","may",10,TRUE,16,"camion_pequeno",4,2883,"lluvia",4,37.3,"Si"
"ENV44589",19.3,3.52,88097,"muebles","Concepción","Antofagasta",788.7,"urbana",2023-03-07,"martes","march",9,FALSE,NA,"camion_mediano",6,6586,"lluvia",10,33.8,"No"
"ENV44590",12.8,4.84,174638,"ropa","Santiago","Valdivia",818.5,"urbana",2023-07-30,"domingo","july",11,FALSE,12,"camion_pequeno",3,3025,"lluvia",6,25.3,"No"
"ENV44591",70.1,6.34,154006,"otros","Santiago","Valparaíso",138.9,"urbana",2023-05-22,"lunes","may",7,FALSE,10,"camion_mediano",7,6041,"nublado",10,6.6,"Si"
"ENV44592",58.9,9.94,497639,"electronica","Santiago","Valparaíso",136.8,"urbana",2023-03-21,"martes","march",9,FALSE,0,"camion_mediano",8,5889,"nublado",10,8.6,"No"
"ENV44593",25.4,16.65,617025,"alimentos","Santiago","Santiago",46.3,"urbana",2023-09-11,"lunes","september",11,FALSE,5,"camion_grande",7,11513,"nublado",10,4.6,"No"
"ENV44594",7.3,3.6,165402,"ropa","Santiago","Calama",172.1,"urbana",2023-01-08,"domingo","january",6,FALSE,2,"camion_pequeno",6,2397,"despejado",3,4.1,"No"
"ENV44595",36.5,1.78,93186,"electronica","Santiago","Santiago",17.2,"urbana",2023-04-02,"domingo","april",10,FALSE,8,"camion_pequeno",2,2053,"despejado",6,2.9,"No"
"ENV44596",26.6,11.74,185322,"muebles","La Serena","Osorno",441.2,"urbana",2023-03-02,"jueves","march",8,FALSE,5,"camion_pequeno",10,3239,"despejado",NA,11.6,"No"
"ENV44597",17.8,4.11,191556,"electronica","Santiago","Santiago",42.7,"urbana",2023-09-10,"domingo","september",8,FALSE,10,"camion_pequeno",1,2518,"despejado",7,4,"No"
"ENV44598",17.3,1.83,99899,"electronica","Valparaíso","Santiago",127.6,"urbana",2023-05-16,"martes","may",8,FALSE,4,"furgon",2,891,"nublado",10,4.7,"No"
"ENV44599",14.1,5.04,111847,"otros","Santiago","Valparaíso",125.6,"urbana",2023-10-27,"viernes","october",10,FALSE,7,"camion_pequeno",10,2003,"nublado",10,6.3,"Si"
"ENV44600",6.6,2.93,90534,"muebles","Santiago","Valdivia",1334.8,"urbana",2023-06-04,"domingo","june",9,FALSE,1,"camion_pequeno",5,2622,"lluvia",7,44.8,"Si"
"ENV44601",30.4,1.27,32147,"otros","Concepción","Santiago",503.2,"urbana",2023-09-22,"viernes","september",13,FALSE,10,"camion_pequeno",4,2970,"lluvia",9,20.6,"No"
"ENV44602",41.7,26.61,685536,"muebles","Valdivia","Chillán",492.4,"urbana",2023-08-13,"domingo","august",10,FALSE,12,"camion_mediano",14,7225,"despejado",4,10.7,"No"
"ENV44603",1.7,3.48,49134,"documentos","Santiago","Temuco",253.7,"rural",2023-01-12,"jueves","january",9,FALSE,0,"furgon",3,992,"nublado",7,9.1,"No"
"ENV44604",109.6,4.69,73437,"ropa","Calama","Santiago",1018.4,"urbana",2023-02-27,"lunes","february",12,FALSE,NA,"camion_mediano",9,6123,"despejado",7,25.8,"Si"
"ENV44605",5.6,13.01,301996,"ropa","Valparaíso","Osorno",1057.3,"urbana",2023-02-18,"sabado","february",15,FALSE,9,"camion_grande",8,11553,"lluvia",6,38.6,"No"
"ENV44606",59.5,1.27,68059,"documentos","Santiago","Valdivia",310.1,"urbana",2023-03-12,"domingo","march",10,FALSE,0,"camion_pequeno",4,2657,"despejado",5,8,"Si"
"ENV44607",74.2,4.86,190346,"muebles","Temuco","Santiago",1224.7,"urbana",2023-12-12,"martes","december",14,FALSE,5,"camion_mediano",8,7236,"despejado",8,33.1,"Si"
"ENV44608",10.4,1.69,37924,"electronica","Concepción","Valparaíso",219.6,"urbana",2023-11-15,"miercoles","november",12,FALSE,2,"camion_grande",11,14317,"viento",7,11.1,"No"
"ENV44609",40.2,3.23,77561,"otros","Valparaíso","Concepción",1451,"urbana",2023-05-29,"lunes","may",17,FALSE,22,"camion_pequeno",4,2090,"despejado",10,40.1,"No"
"ENV44610",23.2,3.33,76899,"muebles","Santiago","Los Ángeles",724.1,"urbana",2023-08-20,"domingo","august",14,FALSE,NA,"camion_pequeno",6,2829,"nublado",6,19.4,"No"
"ENV44611",71,9,103277,"alimentos","Valparaíso","Santiago",124.4,"urbana",2023-03-08,"miercoles","march",12,FALSE,12,"camion_pequeno",4,3384,"despejado",8,6.6,"No"
"ENV44612",45.2,0.82,28120,"ropa","Concepción","Temuco",1323.8,"urbana",2023-05-10,"miercoles","may",8,FALSE,14,"furgon",1,1134,"despejado",10,32.4,"Si"
"ENV44613",5.2,3.8,165324,"otros","Santiago","Santiago",38.9,"urbana",2023-08-30,"miercoles","august",15,FALSE,7,"camion_pequeno",4,2312,"nublado",7,4.2,"No"
"ENV44614",6.5,9.84,477996,"otros","Valparaíso","Puerto Montt",466.5,"rural",2023-02-11,"sabado","february",10,FALSE,4,"camion_pequeno",7,3369,"nublado",1,10.4,"Si"
"ENV44615",69,10.91,418739,"muebles","Antofagasta","Santiago",909.8,"urbana",2023-05-27,"sabado","may",10,FALSE,4,"camion_grande",11,11180,NA,NA,22.4,"Si"
"ENV44616",3.9,5.02,240058,"otros","Valparaíso","Santiago",137.6,"urbana",2023-02-18,"sabado","february",6,FALSE,7,"camion_pequeno",3,2280,"despejado",8,6.7,"No"
"ENV44617",43.9,7.71,175387,"electronica","Santiago","Calama",951.1,"urbana",2023-10-17,"martes","october",9,FALSE,19,"camion_grande",15,10876,"nublado",10,35.9,"Si"
"ENV44618",16.6,6.97,214265,"electronica","Valparaíso","Osorno",175.9,"urbana",2023-09-07,"jueves","september",14,FALSE,2,"camion_pequeno",6,2883,"lluvia",10,8.5,"No"
"ENV44619",24.2,31.21,1195107,"muebles","Antofagasta","Valparaíso",1065.4,"urbana",2023-07-23,"domingo","july",14,FALSE,10,"camion_pequeno",9,2520,"nublado",4,23.1,"No"
"ENV44620",2.3,29.89,478254,"ropa","Santiago","Concepción",516,"urbana",2023-07-25,"martes","july",7,FALSE,5,"camion_grande",10,13642,"despejado",10,20.5,"Si"
"ENV44621",7.6,3.37,63912,"ropa","Talca","Santiago",276.8,"rural",2023-05-18,"jueves","may",17,FALSE,16,"camion_pequeno",2,3148,"despejado",3,7.8,"No"
"ENV44622",96.9,4.49,220506,"ropa","Valparaíso","Osorno",341.9,"rural",2023-04-02,"domingo","april",9,FALSE,7,"camion_pequeno",4,2111,"viento",2,8.5,"No"
"ENV44623",9.8,3.28,103054,"alimentos","Santiago","Puerto Montt",1249.1,"urbana",2023-04-25,"martes","april",10,FALSE,4,"camion_mediano",10,7188,"despejado",10,39.8,"No"
"ENV44624",37.1,7.18,365261,"ropa","Copiapó","Santiago",720.2,"urbana",2023-03-31,"viernes","march",12,FALSE,13,"camion_pequeno",3,3184,"despejado",NA,21.8,"No"
"ENV44625",6.4,13.24,625818,"ropa","Copiapó","Temuco",975.9,"urbana",2023-08-18,"viernes","august",17,FALSE,25,"furgon",3,1104,"lluvia",9,35.4,"Si"
"ENV44626",11.2,6.26,249685,"ropa","Temuco","Valparaíso",1326.6,"urbana",2023-03-12,"domingo","march",14,FALSE,4,"camion_mediano",6,6767,"despejado",5,29,"No"
"ENV44627",3.8,2.78,52571,"electronica","Santiago","Iquique",608.3,"urbana",2023-07-14,"viernes","july",7,FALSE,0,"furgon",2,845,"viento",10,19.7,"No"
"ENV44628",27.5,6.71,98646,"ropa","Puerto Montt","Santiago",611.3,"rural",2023-03-27,"lunes","march",9,FALSE,19,"camion_pequeno",4,2384,"despejado",7,17.3,"No"
"ENV44629",11.9,9.31,164037,"documentos","Santiago","Santiago",36.3,"urbana",2023-03-01,"miercoles","march",14,FALSE,3,"camion_pequeno",6,3436,"nublado",5,2.6,"No"
"ENV44630",59.7,1.85,73028,"alimentos","Santiago","Calama",1191.9,"rural",2023-05-30,"martes","may",15,FALSE,3,"camion_mediano",9,7174,"despejado",4,30.5,"No"
"ENV44631",103.7,6.79,165347,"ropa","Santiago","Valparaíso",120.8,"urbana",2023-08-25,"viernes","august",11,FALSE,24,"furgon",5,910,"nublado",8,4.4,"No"
"ENV44632",76.6,3.12,160348,"otros","Concepción","Santiago",508.4,"urbana",2023-04-26,"miercoles","april",9,FALSE,5,"camion_mediano",2,7422,"despejado",8,17,"Si"
"ENV44633",7.2,5.59,150529,"ropa","Santiago","Talca",1019.4,"urbana",2023-06-02,"viernes","june",8,FALSE,12,"camion_pequeno",7,2324,"lluvia",10,41.3,"Si"
"ENV44634",51.4,11.3,379269,"otros","Antofagasta","Santiago",1373.7,"urbana",2023-11-27,"lunes","november",6,FALSE,1,"camion_pequeno",10,2743,"nublado",NA,38.5,"Si"
"ENV44635",7,13.87,347194,"ropa","Valdivia","Santiago",360.9,"urbana",2023-11-07,"martes","november",15,FALSE,6,"furgon",3,854,"despejado",6,8.3,"No"
"ENV44636",2.5,1.87,30169,"muebles","Valparaíso","Copiapó",586.6,"urbana",2023-04-05,"miercoles","april",10,FALSE,0,"camion_pequeno",6,3019,"lluvia",10,25.2,"Si"
"ENV44637",66,4.23,73577,"otros","Calama","Temuco",955.2,"urbana",2023-09-04,"lunes","september",12,FALSE,2,"camion_mediano",8,5987,"lluvia",8,37.2,"Si"
"ENV44638",4.1,1.03,50432,"electronica","Temuco","Iquique",1408.4,"urbana",2023-10-09,"lunes","october",9,TRUE,16,"furgon",2,819,"despejado",NA,29.4,"No"
"ENV44639",83.4,10.31,298792,"alimentos","Talca","Concepción",650.3,"urbana",2023-08-04,"viernes","august",12,FALSE,8,"furgon",5,1160,"despejado",8,16.3,"No"
"ENV44640",37.3,4.79,172168,"documentos","Santiago","Santiago",27.2,"urbana",2023-03-07,"martes","march",13,FALSE,1,"camion_grande",13,14866,"despejado",8,4.6,"No"
"ENV44641",21.5,0.96,18271,"muebles","Chillán","La Serena",352.1,"urbana",2023-07-29,"sabado","july",11,FALSE,1,"camion_grande",5,10415,"nublado",7,12.8,"No"
"ENV44642",73.7,1.76,72377,"muebles","Chillán","Concepción",294.6,"urbana",2023-03-09,"jueves","march",15,FALSE,14,"furgon",1,1018,"nublado",5,6.8,"Si"
"ENV44643",6.4,5.43,165075,"electronica","Concepción","Valparaíso",928.2,"urbana",2023-01-10,"martes","january",11,FALSE,5,"camion_grande",8,12298,"viento",5,26.9,"No"
"ENV44644",185.6,16.16,333725,"ropa","Santiago","La Serena",388.9,"urbana",2023-04-06,"jueves","april",8,FALSE,13,"camion_pequeno",2,2918,"despejado",10,14,"No"
"ENV44645",1.8,1.58,5000,"documentos","Calama","Santiago",390.8,"urbana",2023-02-17,"viernes","february",14,FALSE,4,"camion_pequeno",5,3453,"despejado",9,13.6,"No"
"ENV44646",4.3,7.76,139061,"alimentos","Santiago","Temuco",1336.6,"rural",2023-06-01,"jueves","june",11,FALSE,2,"furgon",2,1101,"despejado",1,22.3,"Si"
"ENV44647",91.7,5.84,156118,"electronica","Concepción","Los Ángeles",567,"urbana",2023-02-11,"sabado","february",10,FALSE,3,"camion_pequeno",4,3470,"nublado",8,18,"No"
"ENV44648",16.5,4.78,128017,"alimentos","Santiago","Temuco",684.9,"urbana",2023-01-29,"domingo","january",10,FALSE,7,"camion_pequeno",2,3389,"nublado",4,16.1,"No"
"ENV44649",10.5,4.84,60561,"ropa","Santiago","Santiago",19.8,"urbana",2023-07-20,"jueves","july",10,FALSE,1,"furgon",1,1063,"nublado",8,2.8,"No"
"ENV44650",13.7,21.03,825072,"documentos","Temuco","Iquique",265.8,"rural",2023-01-06,"viernes","january",13,FALSE,2,"furgon",5,1099,"despejado",1,5.5,"No"
"ENV44651",3.7,1.02,44843,"otros","La Serena","La Serena",23.1,"urbana",2023-07-22,"sabado","july",12,FALSE,5,"camion_pequeno",7,2718,"despejado",9,4.3,"No"
"ENV44652",47,0.89,42988,"ropa","Santiago","Temuco",260.7,"rural",2023-11-23,"jueves","november",7,FALSE,2,"camion_pequeno",7,3347,"nublado",2,6.7,"No"
"ENV44653",18.8,6.56,112878,"otros","Talca","Santiago",481.3,"rural",2023-10-25,"miercoles","october",15,FALSE,2,"camion_grande",10,12419,"despejado",5,16.2,"No"
"ENV44654",24.6,14.63,673450,"electronica","Santiago","Santiago",37.8,"urbana",2023-10-20,"viernes","october",12,FALSE,1,"camion_pequeno",5,2469,"lluvia",9,4.5,"No"
"ENV44655",4.4,8.2,221431,"electronica","Santiago","Calama",169.8,"urbana",2023-02-08,"miercoles","february",13,FALSE,13,"camion_mediano",9,5966,"despejado",9,7.1,"No"
"ENV44656",145.9,2.83,73151,"electronica","Chillán","Concepción",1175.3,"rural",2023-06-16,"viernes","june",13,FALSE,3,"camion_grande",9,13117,"despejado",7,39.2,"Si"
"ENV44657",118.2,3.39,65327,"ropa","Santiago","La Serena",1468.5,"urbana",2023-06-13,"martes","june",6,FALSE,1,"camion_pequeno",2,2648,"nublado",6,34.7,"No"
"ENV44658",31.9,4.63,173815,"muebles","Puerto Montt","Santiago",736.1,"rural",2023-02-02,"jueves","february",8,FALSE,0,"camion_pequeno",7,2520,"nublado",7,23.1,"Si"
"ENV44659",52.3,3.68,77252,"otros","Iquique","Santiago",1480,"urbana",2023-02-22,"miercoles","february",7,FALSE,2,"camion_grande",10,10186,"despejado",7,41,"No"
"ENV44660",1,3.71,84003,"muebles","Valparaíso","Iquique",849.9,"rural",2023-03-01,"miercoles","march",17,FALSE,1,"camion_mediano",13,5730,"lluvia",8,40.2,"Si"
"ENV44661",35,2.21,50641,"otros","Copiapó","Santiago",436.5,"rural",2023-03-07,"martes","march",10,FALSE,12,"camion_mediano",5,6302,"lluvia",2,15.8,"No"
"ENV44662",18.8,28.71,333719,"documentos","Concepción","Concepción",13.4,"urbana",2023-03-16,"jueves","march",12,FALSE,25,"camion_grande",6,13047,"nublado",10,5,"No"
"ENV44663",6.3,2.11,88250,"electronica","Iquique","Valparaíso",1384.1,"urbana",2023-08-06,"domingo","august",12,FALSE,12,"camion_grande",8,13489,"lluvia",4,45.1,"Si"
"ENV44664",13.2,5.08,107457,"alimentos","Puerto Montt","Iquique",701.7,"urbana",2023-05-03,"miercoles","may",13,FALSE,12,"camion_mediano",8,6109,"nublado",10,25.8,"Si"
"ENV44665",11.4,2.21,33553,"alimentos","Santiago","Santiago",8,"urbana",2023-03-14,"martes","march",10,FALSE,2,"camion_grande",7,12920,"lluvia",6,4.2,"No"
"ENV44666",5.8,13.71,602399,"muebles","Santiago","Temuco",831.4,"urbana",2023-06-09,"viernes","june",15,FALSE,3,"camion_pequeno",7,2833,"despejado",7,19.6,"No"
"ENV44667",19.9,10.25,225077,"otros","Valparaíso","Santiago",131.5,"urbana",2023-06-18,"domingo","june",10,FALSE,0,"camion_grande",8,12511,"nublado",5,4.6,"No"
"ENV44668",3.9,8.38,92011,"otros","Santiago","Santiago",31.3,"urbana",2023-11-19,"domingo","november",8,FALSE,6,"camion_pequeno",3,3093,"nublado",4,3.4,"Si"
"ENV44669",6.4,13.36,512050,"alimentos","Valparaíso","Santiago",125.7,"urbana",2023-03-25,"sabado","march",6,FALSE,6,"furgon",0,999,"despejado",8,4.3,"No"
"ENV44670",36.3,9.29,142443,"alimentos","Antofagasta","Antofagasta",8.1,"urbana",2023-03-13,"lunes","march",12,FALSE,3,"camion_grande",18,12311,"lluvia",5,1.7,"No"
"ENV44671",5.1,5.81,86396,"muebles","Concepción","Valparaíso",658,"urbana",2023-10-04,"miercoles","october",11,FALSE,13,"camion_pequeno",5,2199,"despejado",8,17.8,"No"
"ENV44672",3.1,14.41,210427,"otros","Santiago","Santiago",13.3,"urbana",2023-04-06,"jueves","april",7,FALSE,NA,"camion_grande",13,14245,"lluvia",10,3.4,"No"
"ENV44673",38.1,5.7,289379,"electronica","Antofagasta","Chillán",1372.3,"urbana",2023-12-02,"sabado","december",11,FALSE,3,"camion_pequeno",10,3167,NA,4,26.8,"No"
"ENV44674",6.6,4.12,86131,"alimentos","Santiago","Puerto Montt",1073.9,"rural",2023-01-04,"miercoles","january",10,FALSE,3,"camion_pequeno",1,2852,"nublado",5,29.4,"No"
"ENV44675",20.6,2.77,80814,"documentos","La Serena","Puerto Montt",984.2,"urbana",2023-07-09,"domingo","july",10,FALSE,11,"camion_mediano",10,7147,"nublado",6,27.8,"No"
"ENV44676",29.2,13.8,553418,"otros","Talca","Chillán",559.9,"urbana",2023-08-11,"viernes","august",10,FALSE,1,"camion_pequeno",7,3085,"despejado",6,12.5,"No"
"ENV44677",6,21.67,971396,"muebles","Santiago","Santiago",49.6,"urbana",2023-08-01,"martes","august",12,FALSE,6,"camion_pequeno",3,2455,"despejado",NA,4.3,"No"
"ENV44678",23.8,11.22,410656,"muebles","Santiago","Concepción",503.7,"urbana",2023-01-22,"domingo","january",13,FALSE,5,"camion_pequeno",6,2955,"despejado",5,11.1,"No"
"ENV44679",8.5,2.6,47097,"otros","Puerto Montt","Concepción",799,"urbana",2023-12-19,"martes","december",10,FALSE,1,"camion_mediano",6,6906,"lluvia",6,28.5,"No"
"ENV44680",7.2,4.33,148127,"otros","Santiago","Santiago",12.1,"urbana",2023-02-07,"martes","february",10,FALSE,1,"camion_mediano",7,7293,"lluvia",8,4.5,"Si"
"ENV44681",41.2,1.64,90171,"alimentos","Santiago","Puerto Montt",128.6,"urbana",2023-09-13,"miercoles","september",14,FALSE,0,"camion_pequeno",7,2308,NA,10,9.5,"No"
"ENV44682",9.4,8.24,111432,"alimentos","Copiapó","Copiapó",44.5,"rural",2023-08-30,"miercoles","august",10,FALSE,6,"camion_mediano",7,5043,"nublado",NA,2.9,"No"
"ENV44683",17.9,2.56,46630,"documentos","Valdivia","Antofagasta",758.1,"urbana",2023-08-08,"martes","august",11,FALSE,6,"camion_pequeno",2,3288,"despejado",5,16.2,"No"
"ENV44684",93.7,7.55,230694,"muebles","Santiago","Antofagasta",368.7,"urbana",2023-02-27,"lunes","february",9,FALSE,5,"camion_mediano",14,6551,"despejado",7,10.8,"Si"
"ENV44685",42.8,4.94,138156,"alimentos","Valdivia","Antofagasta",1046.4,"urbana",2023-11-06,"lunes","november",9,FALSE,3,"camion_pequeno",6,3128,"despejado",8,27.8,"Si"
"ENV44686",45.8,7.68,244134,"ropa","Santiago","Temuco",1070.4,"rural",2023-04-24,"lunes","april",9,FALSE,2,"camion_pequeno",1,2459,"lluvia",3,33.2,"Si"
"ENV44687",6.6,3.34,132632,"otros","Santiago","Santiago",48.6,"urbana",2023-03-16,"jueves","march",8,FALSE,6,"camion_pequeno",10,3409,"despejado",8,2.3,"No"
"ENV44688",31.3,5.98,171442,"documentos","Concepción","Santiago",507.5,"urbana",2023-08-23,"miercoles","august",9,FALSE,6,"camion_pequeno",4,3242,"nublado",8,15.1,"Si"
"ENV44689",65.1,10.5,NA,"ropa","Santiago","Chillán",460.8,"urbana",2023-09-21,"jueves","september",14,FALSE,3,"camion_grande",6,14873,"despejado",NA,16.6,"No"
"ENV44690",124.4,3.86,151150,"ropa","Santiago","Chillán",553.2,"urbana",2023-07-03,"lunes","july",9,FALSE,0,"furgon",2,975,"nublado",7,15.3,"No"
"ENV44691",39.9,3.13,151696,"otros","Osorno","Talca",1497.8,"urbana",2023-12-09,"sabado","december",14,FALSE,1,"camion_mediano",9,7195,"despejado",5,34.2,"No"
"ENV44692",7.1,3.47,70571,"electronica","Temuco","Valdivia",495,"urbana",2023-11-17,"viernes","november",15,FALSE,6,"camion_mediano",5,5196,"despejado",NA,13.3,"No"
"ENV44693",96.3,2.68,NA,"ropa","Puerto Montt","Santiago",1190.8,"rural",2023-12-07,"jueves","december",16,FALSE,11,"camion_mediano",9,6291,"despejado",1,22.9,"No"
"ENV44694",11.5,12.76,NA,"documentos","Puerto Montt","Santiago",471.8,"urbana",2023-01-28,"sabado","january",13,FALSE,5,"camion_mediano",8,7001,"lluvia",7,18.5,"No"
"ENV44695",4.2,7.22,145298,"ropa","La Serena","Santiago",1230.4,"urbana",2023-04-27,"jueves","april",12,FALSE,1,"furgon",3,1094,"lluvia",7,38.8,"No"
"ENV44696",101.3,14.6,705612,"ropa","Santiago","Concepción",502.8,"urbana",2023-06-13,"martes","june",9,FALSE,1,"camion_mediano",6,5058,"lluvia",10,25.7,"Si"
"ENV44697",180.4,4.47,261833,"electronica","Puerto Montt","Talca",256.5,"urbana",2023-08-22,"martes","august",10,FALSE,11,"camion_pequeno",7,2010,"despejado",10,9.8,"No"
"ENV44698",11.8,1.1,50857,"ropa","Los Ángeles","Talca",463.4,"urbana",2023-03-15,"miercoles","march",9,FALSE,7,"camion_pequeno",6,3036,"despejado",8,12.2,"No"
"ENV44699",6.4,36.61,385914,"electronica","Copiapó","Concepción",1008.2,"urbana",2023-10-22,"domingo","october",8,FALSE,5,"camion_mediano",3,5007,"nublado",7,30.1,"No"
"ENV44700",7,3.39,59921,"ropa","Santiago","Valdivia",1443.6,"urbana",2023-09-09,"sabado","september",10,FALSE,15,"camion_pequeno",7,3230,"lluvia",5,42.2,"No"
"ENV44701",19,5.14,137985,"muebles","Santiago","Talca",218.5,"rural",2023-08-18,"viernes","august",8,FALSE,6,"camion_grande",10,13793,"nublado",3,8.5,"No"
"ENV44702",25.1,1.83,104585,"electronica","Antofagasta","Santiago",1179.6,"urbana",2023-10-26,"jueves","october",11,FALSE,5,"camion_mediano",4,6972,"lluvia",5,36.1,"No"
"ENV44703",53.6,13.02,180271,"alimentos","Valdivia","Concepción",1133,"urbana",2023-07-05,"miercoles","july",11,FALSE,1,"furgon",5,1141,"nublado",10,31.6,"Si"
"ENV44704",158.9,0.97,108228,"electronica","Valdivia","Iquique",583.1,"urbana",2023-06-11,"domingo","june",13,FALSE,8,"camion_mediano",4,6891,"despejado",6,14.1,"No"
"ENV44705",30.2,5.54,147522,"otros","La Serena","Copiapó",1001.4,"urbana",2023-02-21,"martes","february",6,FALSE,3,"camion_grande",8,14595,"lluvia",NA,36.4,"No"
"ENV44706",24.4,8.83,NA,"documentos","Copiapó","Valdivia",978.8,"urbana",2023-07-10,"lunes","july",10,FALSE,2,"camion_grande",14,10049,"despejado",7,27,"No"
"ENV44707",24.1,9.85,404225,"ropa","Talca","Antofagasta",956.3,"urbana",2023-02-02,"jueves","february",15,FALSE,NA,"furgon",3,829,"nublado",8,25.4,"No"
"ENV44708",36.4,10.4,217577,"ropa","Santiago","Puerto Montt",1254.5,"rural",2023-10-20,"viernes","october",12,FALSE,2,"camion_grande",11,14848,"nublado",1,28.9,"No"
"ENV44709",22.7,1.1,50396,"muebles","Antofagasta","Santiago",1276.1,"urbana",2023-09-09,"sabado","september",11,FALSE,NA,"camion_pequeno",3,2576,"despejado",NA,32.5,"Si"
"ENV44710",88.6,1.6,59643,"electronica","Santiago","Concepción",502.6,"urbana",2023-05-15,"lunes","may",14,FALSE,4,"camion_mediano",11,5293,"nublado",8,16.2,"Si"
"ENV44711",29.6,2.13,36940,"ropa","Valparaíso","Osorno",427.3,"urbana",2023-09-18,"lunes","september",8,TRUE,5,"camion_pequeno",7,2781,"despejado",10,11.8,"No"
"ENV44712",38.7,3.73,156677,"electronica","Santiago","Valparaíso",122.2,"urbana",2023-12-03,"domingo","december",12,FALSE,5,"camion_pequeno",4,2770,"despejado",3,3.8,"No"
"ENV44713",5.7,1.46,46131,"electronica","Santiago","Valparaíso",133.1,"urbana",2023-11-22,"miercoles","november",6,FALSE,9,"camion_mediano",6,6141,"nublado",NA,7.2,"No"
"ENV44714",30.9,3.58,141455,"ropa","Puerto Montt","Concepción",1061.4,"rural",2023-01-27,"viernes","january",6,FALSE,5,"camion_pequeno",5,2022,"nublado",2,22.4,"No"
"ENV44715",26.8,0.87,53719,"alimentos","Iquique","Concepción",204,"urbana",2023-08-04,"viernes","august",7,FALSE,9,"camion_pequeno",3,2920,"nublado",10,7.1,"Si"
"ENV44716",206.4,5.03,165560,"otros","Temuco","Concepción",1135.1,"urbana",2023-04-24,"lunes","april",8,FALSE,2,"furgon",3,867,"lluvia",10,40.1,"No"
"ENV44717",20.9,7.91,316084,"documentos","Santiago","Santiago",29.5,"urbana",2023-03-09,"jueves","march",11,FALSE,23,"camion_grande",15,10896,"nublado",8,5.3,"Si"
"ENV44718",3.1,4.49,166254,"electronica","Santiago","Santiago",13.4,"urbana",2023-04-25,"martes","april",14,FALSE,2,"furgon",6,870,"nublado",8,1.3,"Si"
"ENV44719",12.1,3.15,92098,"ropa","Valparaíso","Santiago",139.3,"urbana",2023-04-29,"sabado","april",9,FALSE,2,"furgon",0,810,"lluvia",10,8.9,"No"
"ENV44720",17.2,1.03,63909,"alimentos","Temuco","Valparaíso",434.5,"urbana",2023-02-10,"viernes","february",8,FALSE,3,"camion_pequeno",6,2576,"despejado",10,13,"No"
"ENV44721",8.3,3.7,60806,"documentos","Santiago","Santiago",30.3,"urbana",2023-07-15,"sabado","july",7,FALSE,10,"camion_pequeno",1,3370,"lluvia",9,4.5,"No"
"ENV44722",55.2,1.27,36919,"electronica","Valparaíso","Iquique",379.8,"urbana",2023-12-08,"viernes","december",14,TRUE,16,"camion_mediano",4,6042,"despejado",9,9.1,"No"
"ENV44723",177.8,7.86,405456,"muebles","Valdivia","Puerto Montt",983.8,"urbana",2023-02-22,"miercoles","february",10,FALSE,17,"furgon",2,1057,"despejado",7,20.6,"No"
"ENV44724",42.8,1.53,17868,"electronica","Santiago","Los Ángeles",649,"urbana",2023-05-09,"martes","may",9,FALSE,2,"camion_mediano",6,6835,"nublado",10,23.1,"No"
"ENV44725",7.8,6.65,121421,"ropa","Santiago","Talca",779.7,"urbana",2023-01-30,"lunes","january",8,FALSE,6,"camion_mediano",4,5127,"despejado",NA,21.1,"No"
"ENV44726",20.7,7.8,338693,"electronica","Valparaíso","Antofagasta",196.2,"urbana",2023-06-07,"miercoles","june",13,FALSE,6,"camion_mediano",3,5287,"nublado",10,8,"No"
"ENV44727",37.9,7.51,258302,"electronica","La Serena","Valparaíso",810.7,"urbana",2023-03-08,"miercoles","march",15,FALSE,7,"furgon",3,814,"despejado",10,21.3,"No"
"ENV44728",7.1,3.02,134187,"muebles","Valparaíso","Santiago",135.5,"urbana",2023-06-16,"viernes","june",9,FALSE,0,"camion_mediano",2,6905,"despejado",10,7.8,"Si"
"ENV44729",59,1.61,53294,"alimentos","Valdivia","Santiago",991.6,"urbana",2023-08-28,"lunes","august",15,FALSE,2,"furgon",3,891,"nublado",7,25.3,"No"
"ENV44730",11,1.98,70890,"muebles","Iquique","Santiago",1201.6,"urbana",2023-10-12,"jueves","october",10,FALSE,4,"camion_mediano",8,7685,"despejado",5,27.6,"No"
"ENV44731",20.2,5.04,193356,"ropa","Antofagasta","Santiago",150.3,"urbana",2023-09-19,"martes","september",13,TRUE,2,"camion_mediano",2,6512,"lluvia",10,6.9,"No"
"ENV44732",45.7,3.85,103758,"ropa","Santiago","La Serena",488.5,"urbana",2023-03-19,"domingo","march",9,FALSE,13,"camion_pequeno",6,2656,"despejado",6,12.4,"No"
"ENV44733",9.5,12.09,473678,"electronica","Calama","Santiago",860.9,"rural",2023-05-08,"lunes","may",14,FALSE,1,"camion_grande",14,13650,"despejado",4,22.9,"Si"
